,Dia,LluviaMediaDiaria(cm^2/cm^3),HumedadMediaAire(%),HumedadMinimaAire(%),HumedadMaximaAire(%),HumedadMediaSuelo(%),HumedadMinimaSuelo(%),HumedadMaximaSuelo(%),pH,PromedioHorasSol,NitrogenoSuelo(mg/Kg),TemperaturaMediaAire(°C),TemperaturaMinimaAire(°C),TemperaturaMaximaAire(°C),TemperaturaMediaSuelo(°C),TemperaturaMinimaSuelo(°C),TemperaturaMaximaSuelo(°C)
19,20.0,0.41612903615967056,79.42505142810413,35.19862764525214,80.56308834965763,48.78482587691755,40.57450269169803,71.73688309992389,6.692935775911421,8.477459553817658,200.0,30.860648028408484,17.875928141361953,26.718030477032045,26.144025342076336,12.730176647993774,26.959213570356102
20,21.0,33.98999125568993,81.94282271044187,47.3568853005325,79.23708389582063,29.79991296263905,37.61556780703002,77.2320302980813,5.486605745485753,4.524139659529698,100.0,21.649186869179367,15.832102090261163,29.89863793118874,11.62500562957666,18.39171729171485,24.748737724836886
21,22.0,47.217373367830945,96.95141914653534,35.02902770156668,82.2696380013896,62.374646237989005,39.852184882306695,74.16613002290423,5.805029445896764,5.473191154646516,500.0,16.02327078388407,18.131208180072676,25.181973154625428,3.5781131096619596,11.153139246583462,24.118903197268047
22,23.0,29.195259702045583,59.85701528252293,41.12724334241781,89.81032808270376,52.634347994411044,47.567837826718886,84.65144467933239,4.971927555578434,4.07935392321556,100.0,17.293375509193613,14.925859154981417,26.55496320037356,27.686343442404315,14.332032677903964,23.248719818260852
23,24.0,21.91352311917006,55.804003413868664,43.62387908530099,75.35796997382647,75.12343137945388,39.629902075023956,86.03623494819361,5.205131893870967,7.660547120442917,500.0,22.6644625564458,16.769688903997725,27.31581761478378,16.968372420686133,15.869139965463841,26.036779420432037
24,25.0,30.054852960007125,51.716057989268435,42.4511415469457,78.45076345231121,69.18209176018375,35.612500238076805,83.53550160523152,2.026484312627604,6.245760134989903,500.0,17.77515751121606,17.198465022738418,27.273759255287345,8.917193470585726,12.38661445498925,27.495063292058244
25,26.0,50.18417197143871,47.33433855032964,41.23989119728229,76.24947398441645,58.66387000379469,44.411797548175144,80.23752433680399,6.5088962476792265,9.544200173925633,500.0,20.08154256851621,15.798548282085362,25.41034342627877,19.318791671455102,16.285166641942062,27.02781868619465
26,27.0,43.243867087702654,31.182162324940293,44.15492490320006,87.30691450443926,91.95333527232816,34.597218786449695,74.86893096812943,7.203271199297328,5.112460230145694,300.0,18.170780715978587,15.547047908546434,29.614894494271493,13.748334603288175,10.549750659821065,24.66220703823028
27,28.0,32.158423472071014,70.1180747216933,38.10810606848943,81.07881005399459,79.04569715186082,46.24471156897011,78.45753056994873,6.712279254460543,6.417328796810986,300.0,21.380286492260343,18.244117110997834,25.943503655235354,9.339518265134677,10.430975342787384,26.43623593933535
28,29.0,23.4110846233724,74.50152297632263,33.970781610584375,83.74190885686745,55.60591162801725,39.907339689897704,65.9397013682546,5.614020028031703,3.1065405511590383,400.0,12.721566999487868,15.002727091319557,30.797085640651545,14.58793713401746,13.125673663642253,23.997224154835756
29,30.0,62.55753710141421,54.8192904040989,37.64214752009002,79.04955921903937,81.37748795931155,36.290198119520795,72.21581494181319,6.391119160234551,6.7121554481070325,200.0,20.74247279837921,19.57818693750023,28.97383868805597,19.441623228282438,9.992250079058598,27.97112036612504
30,31.0,4.054445788770039,90.99303374525402,41.88098421551158,80.20096551104413,45.09821619218406,37.8896302678389,78.81884847528643,7.249308295039123,3.687190757116988,300.0,27.84625205095534,19.304577328406065,25.618790776658248,17.324498585268344,14.309359457098475,25.466296781398118
31,32.0,26.96652525610054,63.1335305870087,47.10623632198478,80.17405961081703,67.38653805399343,42.369807524054906,77.19475172496008,6.1772708333510264,10.0569861241259,200.0,19.167344537664533,15.279538878286962,29.754024229899198,20.337005920060278,16.145993290897966,21.793823998629442
32,33.0,31.39906816918714,98.68269768787033,31.323547988544725,77.8542868475977,95.2482686152785,37.554898950540995,79.68215647819662,0.8032801922406474,7.440266175569523,400.0,18.932128777867064,16.672544988292636,27.950092389856707,11.626274829054708,13.83416568837042,24.445306286652507
33,34.0,48.874511640016564,90.71514773445801,34.13762971236246,80.70090172579437,43.687270430269294,41.551168460609404,87.58667192364409,4.647530495697029,6.951846530185071,500.0,24.79725913800205,16.104793158392624,29.4517122980919,20.41555191648408,16.203178569190502,22.151140995363534
34,35.0,32.00302799530663,60.60546447080373,31.772317829314407,81.94407594550746,77.96723386416046,53.30847686949615,83.98384449750536,4.252501684740906,12.998098353601556,500.0,18.914656177479273,16.51114341533269,29.279428224810076,16.418993684917726,13.868062076040841,26.86946889830157
35,36.0,30.089793327242823,69.29601001092128,36.146362245179375,76.46127617738958,79.53748935510541,38.58870075603321,88.88998046997439,5.9194142956307285,5.217445796045589,500.0,21.78080553388909,12.513617276556444,31.109062672685337,12.257170185143433,12.552951020518588,21.24730092308588
36,37.0,18.917842507909967,73.62771064620146,38.143506164032175,77.52499477640262,71.02548857270381,39.62245041020913,88.78899850860364,8.091824189513709,6.243872627925093,300.0,16.50787370778838,17.848830068310683,28.162805318971902,15.86075086651438,11.450086601462003,23.235945061460104
37,38.0,22.935501921520533,72.60251854690426,44.8699052485849,78.96599971928615,68.61913893296014,36.64450347257691,87.47795521464424,3.6897094570255216,8.78700624462468,300.0,29.547696001257556,17.065424916157063,27.864684506475555,19.098371044110735,15.667026381953074,22.810985199955386
38,39.0,54.34835727648726,10.463067072355123,37.84147128283776,82.06165525614465,91.15042413456484,45.57359673094442,78.78070275147999,5.135416792591553,7.010718034896238,100.0,23.407703906648457,14.643631840059951,29.77828774097441,21.945765110743075,15.48431261165547,25.50324458359963
39,40.0,43.87724978206759,115.22334610377916,40.055289473115764,78.26404638563056,64.46457890703445,31.75714099542273,86.59705986083102,6.0259518040139906,11.561861266573827,500.0,26.609506328728468,13.805235242551284,26.25679808211121,20.16241525473555,12.76988375187802,25.473953087228487
40,41.0,75.07657284687885,88.75558120965934,39.155892803617554,78.75874009912005,66.61848829729193,34.71705805838947,71.77995698879857,7.624230791326232,8.39257758473645,200.0,28.32631797884276,11.218671094239731,26.87285841222288,23.44301194741128,15.345519642882374,26.882995092029383
41,42.0,5.5479751673358315,69.35132775900547,26.518399690189597,81.7568730647301,80.87014550671572,42.36852429783353,76.73428829204603,3.7618081101456036,11.637341236353404,100.0,12.682174494859726,14.489061322084837,25.70643154774301,13.58950710807869,14.142718616559375,25.990000589615327
42,43.0,40.07119966243385,62.741368548813654,41.19636140146093,75.01332777132137,76.79423654622639,30.71453022016859,75.87681070105708,5.48733644026231,1.6898199149352733,500.0,19.491276424271383,16.737806721822782,27.5189474192939,15.735943632867487,12.241463632949191,23.434371994235537
43,44.0,-1.9815642124979682,50.216344681527545,32.83058099810541,92.43545435032149,38.75637318672327,40.449757691785294,81.75795305181562,9.126379003663548,7.094675956196129,200.0,15.223698562788428,18.84000131901438,27.18647707088505,20.504357218505852,10.886661817160403,23.65366350454732
44,45.0,15.999184710679796,68.46247848458428,36.770209035073435,85.98295853920126,50.34954222401218,37.922117957997735,75.14029776193233,7.717863756140785,13.528377247988558,500.0,28.55729033828753,15.17384059974522,26.542129131440557,16.99781823084217,15.330503462464057,24.952177765490553
45,46.0,68.79748654954192,85.20259932167781,41.60049308383093,81.71587125322009,81.57473027553957,47.16357976983539,71.96401095693402,3.4739528740649437,12.785298139415053,500.0,12.456664939848906,13.645286088677626,26.816965658970428,15.72937847794947,12.70858030383385,26.40709545591275
46,47.0,28.27238050109246,46.801660147351356,42.152496999710735,77.31928717008776,45.29678552875979,40.61114742465794,85.38710445055764,6.7249707592879915,9.737487864914803,300.0,30.041318903309666,14.4467820578652,26.61186096649738,10.26587518975857,14.22113846878252,26.468657979045812
47,48.0,42.724811204295776,44.34569890133321,40.955388013485646,76.73359080928842,90.6651938299908,44.63658243820968,80.85818818508751,4.900513478314341,5.34394359386641,500.0,20.427321930530038,17.280899717806307,24.029320781830556,21.68964568861488,14.010111834859462,28.128232791297943
48,49.0,4.776537847536204,57.772688197368865,39.70726076566079,81.91831823819513,56.771789050476,38.64269082056619,70.68531211557737,6.727780267203771,5.017718843364398,100.0,22.855665675210254,15.696815252999633,28.149135106375507,18.275263648528686,15.583304302911392,30.90306354715257
49,50.0,2.450367521291632,52.91450279017334,36.188678491913166,87.39398927022039,73.48877832395107,53.65829110880632,82.24019883702135,6.08315515201845,5.370472743018294,100.0,23.07908453066312,17.007753259272167,25.72357361923022,8.13569250288892,13.568386853220055,25.43680927138537
50,51.0,73.29905053386273,81.53286737339928,36.154858491718564,80.35995685899042,64.6041267075085,41.666697514229035,77.64072888047087,6.956314555657097,7.561332602160477,100.0,32.351474765277175,15.308374915221805,24.7418275715708,24.334090625172077,15.045299884631579,24.49481846623456
51,52.0,51.95019849123307,66.87287195889175,40.60814375660894,84.3784506344502,74.00818078445835,36.841043233791765,86.38476528344447,5.728051131774282,6.6169543546777625,100.0,21.686567907801305,17.792847259074836,30.483654693201956,20.577156459919998,14.004888961119878,26.47702837122574
52,53.0,33.234871349744466,50.98613998094085,43.931713552714776,85.64307906691455,68.07056135245519,28.49346497886991,73.30473016024294,5.094961577638922,2.5844360636336754,500.0,17.614349325732,15.951248982221367,28.424109453415973,14.823329425727895,16.051303338067363,25.13796005278757
53,54.0,62.100489657835986,78.58451308088982,41.32312993118494,80.24810583218469,47.35116744290587,31.889323999651594,86.91505991236174,8.0324400035168,5.265994915328447,100.0,16.255065450799584,18.20141876388265,26.993613727122444,18.527777987438174,15.677697566330203,24.257125887940344
54,55.0,20.45289178875033,108.0079962170835,49.500100855334644,76.93576106250134,47.16316810431181,34.71339579202207,79.2285672991885,8.60258088692719,4.627579428455899,100.0,16.22755669290517,13.966822422831015,30.67306967966787,13.162573052590261,16.881269396526783,26.040819644697297
55,56.0,38.51044225414168,67.06832734548527,54.854284255565595,80.05907834569244,51.181852391079644,34.5194448862702,74.74762905865126,6.419715288502295,8.491712303501732,500.0,12.608911032732458,15.077400252619839,28.109980895272656,13.06983162263123,15.446047181739111,28.344573278736668
56,57.0,20.54172672534542,67.29916941438073,41.51345757018341,81.80724800113998,58.846279126359406,43.612480229897265,83.3259173609514,5.348948168821062,7.599483100624866,300.0,23.80217007319424,17.176258651285124,23.249444018497098,15.504746557656151,13.406707149820319,29.258140106829632
57,58.0,17.700415502982462,66.45403171202746,26.16966139414935,78.37930236529763,59.1821881057731,44.71300298318031,78.83284170526821,6.307702566152036,8.253154967904566,500.0,24.616023172091595,17.878685062098665,29.03159407885852,18.624155346395252,18.376257313215852,22.929857370177867
58,59.0,14.179873273340686,87.21516641991852,38.506075024246115,77.93096733966655,89.91204135697689,38.27554150789458,75.80234586766261,3.5175457115074904,4.487900148678126,200.0,20.037703719413752,17.941786604165458,27.194156141614037,9.724923327815773,11.643283923864,25.70393821756706
59,60.0,6.528644823012144,60.06442527062735,42.76258141417607,80.3996683470372,79.83260010751837,41.026840613231194,83.41612801437026,4.308904256812971,10.495899872165484,100.0,16.239249986824618,14.381023505159488,26.415976276649353,6.8220143390166115,14.515456316360906,23.32130693841515
60,61.0,26.927300270972438,73.84996281211117,44.063586956833724,78.08876464395753,33.481662691082434,40.943775825797545,84.75079689952021,7.518107791166739,2.4473025872806424,200.0,27.432724039507402,17.444970557763938,25.87845013900993,16.738513575140626,12.951542390560462,24.96023547692954
61,62.0,12.175533708337465,70.0867357088585,40.8972829315658,79.88893990964594,102.67428073320468,29.648878244012682,72.68861111534166,5.9727958859438495,4.69739189511783,300.0,25.8529914806146,16.196201592763654,27.75162338555342,14.47622431490746,17.493582124491162,25.856888931841475
62,63.0,23.933450971659394,51.656555504105874,42.698704278347904,95.28045874900018,81.40631693230407,43.062257369874246,90.26152698095116,11.079624056448289,9.94872589618369,200.0,20.299888632686315,18.77693029955958,28.726222115984665,13.335207581428651,11.691229273426524,24.72595084716116
63,64.0,29.611191595488798,106.81307848867897,40.82930263101458,75.17017215372972,77.83609601044225,44.71360675942016,81.95881335301532,3.663074032250926,3.7418252833560475,300.0,22.590545966927554,15.779537110316893,25.502851342900044,20.885900431975568,12.561217851897169,25.078359103971483
64,65.0,21.078253390587914,50.75019812806153,32.09698624833062,79.85642411079549,83.4184050195346,40.88936554269993,81.16110707411022,4.864341555355033,5.046858214086044,400.0,27.484603683074734,19.940854819906182,28.13588343696076,21.63619021599822,14.832525506642105,26.803456469629445
65,66.0,17.286109116380715,90.33460516047104,43.53477140765352,79.39904051368981,24.14361700600452,39.855392243916846,75.04197298007178,5.245172842992723,11.065951614710063,300.0,24.858541854704455,14.29111135350738,27.645980605954943,14.063545355974211,12.970208214015726,27.932195633378402
66,67.0,0.21841500928281832,78.01907463141183,45.49771944433278,75.94808514568123,85.50152561673781,43.327925687585335,81.39828824465657,5.639162683492969,6.084948171931939,300.0,23.701376278007427,15.77295531848291,28.712227725278577,17.301085920347994,16.714776977080433,26.376841770996915
67,68.0,-12.644797393895914,66.07154997103895,39.97448365999287,84.09804757804565,62.41093778235034,33.1959551683876,79.10881079625189,5.926117685828674,5.319381414125354,300.0,21.475142055402337,16.330286433867304,26.56083640597383,13.244918455976165,16.180747759138328,25.190068549375997
68,69.0,34.260924354320004,83.32714108131012,30.22813622467981,78.90951423929367,54.168996952918754,36.00038274479828,84.09718390594837,6.967011806875064,7.462670871820704,300.0,17.265334150436868,12.750512591056747,28.199097114407103,16.497635350048377,11.929636396853784,31.1941207956956
69,70.0,53.712608890603825,88.36405194049182,42.42680454484693,88.69244089305008,101.63644786435337,29.882530448462944,92.6742506882413,8.455979931613298,16.01588803823637,400.0,15.441819424722771,15.535634715563065,29.901394786099978,24.687342441337915,12.59977041823289,25.623724429978676
70,71.0,31.989480323246195,98.63581791183915,39.541684107173616,73.80722698339306,76.0846945497432,40.41493658951685,83.37591271296688,4.136868478453342,7.353259358194849,500.0,14.131321758674623,13.811566387331244,28.592764424448077,14.931550298975582,11.873612102464367,23.33014087020611
71,72.0,58.32648704313854,59.8606523609349,46.25802436124156,75.02387978276413,59.872282735647275,34.69989635493046,80.77112052097517,5.964598633069608,9.005565739874646,300.0,22.901494430351775,12.678503415420911,29.038411395761496,16.425274257968432,14.163556583608436,25.52197510717239
72,73.0,59.38241054836694,81.46620625741014,44.361959020749985,75.91320819266282,30.072874542093217,40.98353635965498,81.74722592376526,8.255495930988138,4.179460065606105,400.0,22.990448651552533,18.955372725489543,26.776735791856684,19.79531869914884,13.611300305770643,25.600490251602512
73,74.0,73.64169306910975,69.06104917680142,36.41725287787841,83.80966167521245,58.33163225345723,38.577686413390204,84.63784153239521,6.300705225823101,6.630560109537372,400.0,25.182125517084508,17.651989571011857,27.8622572543,22.10499818938593,15.58541478681961,24.831604871928356
74,75.0,62.39547692570302,78.13073767204794,38.018097189725864,81.44729437255779,79.23760658958581,37.708841922500305,78.13953591028191,5.067792348426189,9.954350688670653,200.0,29.333573649330056,12.420908663024287,31.103995901593613,20.880677541190014,15.598610515902758,25.917896810964994
75,76.0,49.13535495420741,47.309869979889555,43.756112466366886,83.33844449940035,65.25018545729468,42.18012078274486,86.66554184777394,5.99610825787058,6.2718582360697885,300.0,21.863616054222856,14.081473224017735,28.422441364587087,22.287603137661613,12.085805067607627,23.002922331842555
76,77.0,36.15862136449043,50.76554241227386,40.425361988641946,78.8258280698326,70.26282051347665,37.97994215532042,84.22513110479296,5.2253566373520695,11.910915322840413,100.0,21.43662558234916,12.00574751044337,28.097806877123496,24.19365097407111,12.762244840455693,25.543147001639806
77,78.0,61.14395620622838,32.858520621370964,44.156501710097146,68.78338091769963,66.43818578524909,52.12868853614515,78.4245183486151,6.510026977327032,2.474323550290931,200.0,26.1009544639931,16.234362502864382,27.63193942640642,17.63986798583797,15.31280980975034,24.535710266309398
78,79.0,32.42713577359043,60.019204720694376,42.65608752636332,81.03505226605253,70.60167719359495,44.89363815690905,67.89205358521349,4.426087891838771,6.799384829449301,300.0,17.927953096596017,17.453060550984794,29.056209162521025,11.703887651531423,12.934366202435234,25.90960736166831
79,80.0,46.44098449788683,66.85194098948186,42.27697258277105,84.06896343093635,64.91107889012403,38.13307874289359,75.13413042390341,6.0728393855489475,6.085805107783273,500.0,22.569428104606537,16.587214682271213,27.474026645948427,27.129606074241003,16.44653258109983,24.364910343433785
80,81.0,33.79317496464373,32.19003108242088,37.779576448392646,82.27019903827787,78.78612431690182,38.80194819736656,76.370215001355,7.560151811977027,6.9477470675818696,100.0,13.527124628712382,13.623763565914382,28.458712723051644,16.744016206811935,14.064084613967237,25.03362711924359
81,82.0,30.043276204980533,88.29109380833323,46.01665787299421,75.68597341167604,55.995549887777145,39.11766819599598,87.48122637039917,5.6536576024792495,7.969171461319163,200.0,26.378251810824203,16.515870309124626,26.702714995996978,17.90637766942878,13.729195004714605,25.075839402314887
82,83.0,16.75015971039121,71.10302805766861,40.13920512004496,82.46807699538287,69.99536476035195,44.71674378557474,76.7358142932845,6.3161086046736745,6.705409469697661,300.0,18.235218390747544,11.71926762173675,28.439072951111818,19.602647327539707,15.800432338577883,24.53335867964183
83,84.0,36.48294309533472,58.55412813727334,37.67410469689985,88.57616320387177,64.4945085476845,40.509215756561545,72.67560731524657,5.235660046232269,10.07867208718383,500.0,24.816073572526946,14.490512402356957,30.428307132185857,16.555515241524372,10.523903378587196,27.201688721708706
84,85.0,38.80443282371095,92.83345044458108,41.73980835770083,83.45606277053975,85.09053119228929,43.84113429855616,73.38339024983654,6.939689038619109,6.859042742407284,300.0,29.65420364666847,15.566020671724978,33.0128760692471,23.16371873408037,16.75469161254559,23.89054033429833
85,86.0,5.862152659699223,48.60878933640313,48.26053986524626,86.87011167169149,63.27700453686698,42.467918717082036,75.20510650440893,8.751638926665343,6.096740892084458,400.0,18.49209719584914,18.460066909915884,27.034769328528814,24.218580865916465,11.236872501586785,23.089397409290783
86,87.0,52.83264393335653,67.0451851996044,40.08687620103559,84.16561216866364,56.34986833347068,37.52844375755064,80.41974259701152,6.182005050604883,9.58640039762573,400.0,26.049739049982037,11.488283634463402,29.457272199356527,14.677023163206972,10.388544478650273,25.962797651808664
87,88.0,35.126306149877514,50.90087403063282,40.96961068255018,81.57036719822992,60.982456264504485,35.082316649436315,80.04735963050497,6.291029395614862,11.903786448181624,200.0,29.098096950907227,17.16771039845371,25.56380031082187,16.917354264721023,10.603416058466228,25.60746486844015
88,89.0,41.66260819270266,38.51596801514149,37.155969219339084,77.75839001172875,78.921939857177,43.664851882019185,86.95715584372647,6.924458785296426,9.959311609531953,500.0,19.925389470550762,15.030663993327316,32.012048039219025,22.34367889062483,10.388690529844705,30.929275690767728
89,90.0,56.57662380965833,78.61412167788897,40.596778325694196,85.76125350199304,52.03580532730463,30.838113305361723,83.94841419538807,9.35727016014343,3.6490471067018473,200.0,20.49881486552969,14.169457871737256,27.17012849815789,25.115326684984225,14.320464573440171,29.29299746809544
90,91.0,21.8028711137662,50.94938154954279,47.582386347476024,74.39455646662718,46.06707996152705,43.13515391839528,83.17626026946412,6.33936344859201,5.8727354270440575,100.0,26.465313986994317,14.834848798728204,27.56959031358758,22.65370320571385,16.096481154642202,28.306824316628788
91,92.0,28.3170199523736,30.697588151463414,39.14773139594366,79.48702822552382,50.72845692684528,49.49788241307931,83.97236742444443,4.917629573674764,5.361365196358207,200.0,21.61685499961231,16.456537749889613,31.084476480650356,7.425166514380265,10.05006874006806,28.044706961098502
92,93.0,16.766388282953088,55.09871634543595,45.66272910355762,74.85575537115567,78.40047073215644,40.86428117140942,82.15477677910785,9.868313240091686,1.4972923232550528,300.0,16.84618235496542,19.63463349012636,26.44978982344587,12.782441007955544,13.913666528401452,24.505119769377757
93,94.0,24.080304486576868,86.23640271703466,37.83681289151544,75.56476800163811,88.88845816017485,34.73220543507087,73.30687625363883,2.663954494924091,5.394894741074452,300.0,20.63023744341877,18.213552079049922,24.664397348811004,19.806705664537876,15.804880058399561,23.908939343402764
94,95.0,26.534851350950216,55.79897840588457,35.101167036354354,78.11759765986382,50.29517685661966,34.576734503045635,81.7961023486647,6.464515168560682,7.225874725393173,400.0,21.060914305994263,17.719078418276492,30.149254774724916,13.516077207403903,17.038342588408227,27.65051176344908
95,96.0,55.96055646778583,33.65235365556849,36.466346417427886,77.1272200432824,60.931083482505855,39.06689000410657,87.8932562537754,7.33187401540579,6.562678504214782,400.0,18.709704824454505,18.175141891842816,25.23934855262861,19.737137111960553,14.616283232090064,25.941218444452094
96,97.0,20.52913718274968,43.552102696392815,35.53972178376091,76.2516287893011,52.268213998481734,39.109691332306376,85.13885829300924,6.2440570146095595,8.672263775525337,400.0,30.373128322376417,16.475204473965313,27.199910655233506,19.148707728991635,14.653919722372322,27.51356098753846
97,98.0,26.041023551152602,36.60640445627886,33.09045892342555,84.54171337842376,56.93283370320038,52.23490391889025,79.29879505917327,7.431829261339363,9.342585149294111,400.0,25.52260547333902,13.65723028823828,28.753145336368917,21.2668710526405,10.838574830146344,22.98056818044951
98,99.0,38.52114230290147,67.80350207135946,45.18554395091676,81.23616662752825,88.36452359485772,41.96477523478419,74.65844341183777,6.74657445358693,3.6204029518489387,100.0,26.84053726143103,15.650800646677634,29.065436386917323,18.008682669334227,12.199317001235606,25.65844254147967
99,100.0,1.3006305533517661,74.43468396091835,43.97031057023012,74.88282249411724,68.49887348220645,43.52057673905202,85.08480029517419,5.795605699383554,7.889410961608295,500.0,18.868005197951376,19.738772364726046,28.901752352748712,14.71607142953443,17.247290764021788,26.749068745479065
